country,city,aqi,aqi_category,co,co_aqi_category,o3,ozone_aqi_category,no2,no2_aqi_category,pm25,pm2.5_aqi_category,lat,lon
South Sudan,Yirol,63,Moderate,1,Good,12,Good,0,Good,63,Moderate,6.56,30.51
Brazil,Araras,63,Moderate,1,Good,9,Good,4,Good,63,Moderate,-22.3572,-47.3844
Italy,Spilimbergo,63,Moderate,1,Good,37,Good,2,Good,63,Moderate,46.1281,12.885
Turkey,Yalova,63,Moderate,1,Good,53,Moderate,1,Good,63,Moderate,40.6556,29.275
Germany,Neutraubling,63,Moderate,1,Good,54,Moderate,0,Good,63,Moderate,48.9936,12.1953
Romania,Blaj,63,Moderate,1,Good,37,Good,1,Good,63,Moderate,46.1753,23.9144
Italy,San Cesareo,63,Moderate,1,Good,63,Moderate,0,Good,48,Good,41.8167,12.8
India,Sakleshpur,63,Moderate,1,Good,12,Good,4,Good,63,Moderate,12.893,75.725
Italy,Orbetello,63,Moderate,1,Good,47,Good,0,Good,63,Moderate,42.4394,11.2125
Germany,Uhingen,63,Moderate,1,Good,29,Good,2,Good,63,Moderate,48.7058,9.5919
Belgium,Edegem,63,Moderate,1,Good,27,Good,8,Good,63,Moderate,51.15,4.45
Italy,Malo,63,Moderate,1,Good,36,Good,2,Good,63,Moderate,45.6582,11.4047
France,Limay,63,Moderate,1,Good,28,Good,4,Good,63,Moderate,48.9933,1.7358
France,Limay,63,Moderate,1,Good,28,Good,4,Good,63,Moderate,14.5619,120.5983
Italy,Fucecchio,63,Moderate,1,Good,41,Good,3,Good,63,Moderate,43.7333,10.8
United States of America,New Port Richey,63,Moderate,1,Good,27,Good,7,Good,63,Moderate,28.2468,-82.717
Hungary,Szentendre,63,Moderate,1,Good,63,Moderate,0,Good,57,Moderate,47.7044,19.0686
France,Belfort,63,Moderate,1,Good,49,Good,0,Good,63,Moderate,47.64,6.85
Germany,Merchweiler,63,Moderate,1,Good,55,Moderate,0,Good,63,Moderate,49.3603,7.06
South Africa,Bethal,63,Moderate,1,Good,16,Good,10,Good,63,Moderate,-26.45,29.45
Belgium,Mettet,63,Moderate,1,Good,31,Good,5,Good,63,Moderate,50.3192,4.6569
Italy,Moncalieri,63,Moderate,1,Good,35,Good,3,Good,63,Moderate,45.0005,7.6848
Japan,Kakegawa,63,Moderate,1,Good,63,Moderate,0,Good,34,Good,34.7687,137.9984
India,Mallapuram,63,Moderate,1,Good,24,Good,2,Good,63,Moderate,9.828,77.673
Germany,Eislingen,63,Moderate,1,Good,30,Good,2,Good,63,Moderate,48.6933,9.7067
Philippines,Angono,63,Moderate,1,Good,23,Good,1,Good,63,Moderate,14.5234,121.1536
Switzerland,Morges,63,Moderate,1,Good,24,Good,2,Good,63,Moderate,46.5167,6.5
Philippines,Kabacan,63,Moderate,1,Good,28,Good,0,Good,63,Moderate,7.1167,124.8167
Romania,Sovata,63,Moderate,1,Good,40,Good,0,Good,63,Moderate,46.5961,25.0744
United States of America,Murray,63,Moderate,1,Good,52,Moderate,1,Good,63,Moderate,36.6146,-88.3207
Hungary,Dunakeszi,63,Moderate,1,Good,63,Moderate,0,Good,57,Moderate,47.6303,19.1412
Ghana,Aburi,63,Moderate,1,Good,17,Good,1,Good,63,Moderate,5.85,-0.1833
Italy,Gorgonzola,63,Moderate,1,Good,36,Good,4,Good,63,Moderate,45.5333,9.4
Spain,Calella,63,Moderate,1,Good,42,Good,3,Good,63,Moderate,41.6169,2.6642
France,Viroflay,63,Moderate,1,Good,18,Good,7,Good,63,Moderate,48.8,2.1722
United States of America,Murray,63,Moderate,1,Good,52,Moderate,1,Good,63,Moderate,40.6498,-111.8874
Italy,Formigine,63,Moderate,1,Good,30,Good,5,Good,63,Moderate,44.6072,10.9333
Mexico,Valparaiso,63,Moderate,1,Good,28,Good,0,Good,63,Moderate,41.4783,-87.0506
United States of America,Albuquerque,63,Moderate,1,Good,30,Good,4,Good,63,Moderate,35.1054,-106.6465
Italy,Altavilla Vicentina,63,Moderate,1,Good,30,Good,5,Good,63,Moderate,45.5167,11.45
United States of America,Barstow,62,Moderate,1,Good,45,Good,3,Good,62,Moderate,34.8661,-117.0471
Italy,Foggia,62,Moderate,1,Good,62,Moderate,0,Good,54,Moderate,41.4642,15.5461
United Kingdom of Great Britain and Northern Ireland,Burnley,62,Moderate,1,Good,14,Good,11,Good,62,Moderate,53.789,-2.248
,Miami Beach,62,Moderate,1,Good,16,Good,10,Good,62,Moderate,25.8171,-80.1396
Austria,Enns,62,Moderate,1,Good,39,Good,1,Good,62,Moderate,48.2167,14.475
Romania,Vaslui,62,Moderate,1,Good,43,Good,0,Good,62,Moderate,46.6383,27.7292
India,Arsikere,62,Moderate,1,Good,11,Good,5,Good,62,Moderate,13.3139,76.2369
United States of America,Largo,62,Moderate,1,Good,33,Good,4,Good,62,Moderate,27.9088,-82.7712
United States of America,Largo,62,Moderate,1,Good,33,Good,4,Good,62,Moderate,38.88,-76.8289
Romania,Poiana Mare,62,Moderate,1,Good,37,Good,1,Good,62,Moderate,43.9333,23.0833
United States of America,Jeffersontown,62,Moderate,1,Good,46,Good,6,Good,62,Moderate,38.2049,-85.5701
Germany,Langen,62,Moderate,1,Good,42,Good,2,Good,62,Moderate,49.9833,8.6667
Germany,Langen,62,Moderate,1,Good,42,Good,2,Good,62,Moderate,53.6116,8.6032
India,Bangaon,62,Moderate,1,Good,38,Good,1,Good,62,Moderate,26.3081,87.8833
France,Toul,62,Moderate,1,Good,33,Good,1,Good,62,Moderate,48.675,5.8917
Guatemala,Flores,62,Moderate,1,Good,22,Good,0,Good,62,Moderate,16.9333,-89.8833
Italy,Marcianise,62,Moderate,1,Good,62,Moderate,2,Good,55,Moderate,41.0333,14.3
France,Poissy,62,Moderate,1,Good,19,Good,6,Good,62,Moderate,48.9294,2.0456
Italy,Corciano,62,Moderate,1,Good,45,Good,2,Good,62,Moderate,43.1333,12.2833
Germany,Much,62,Moderate,1,Good,28,Good,6,Good,62,Moderate,50.9167,7.4
India,Bangaon,62,Moderate,1,Good,38,Good,1,Good,62,Moderate,23.0435,88.8318
India,Bangaon,62,Moderate,1,Good,38,Good,1,Good,62,Moderate,25.8673,86.5115
Germany,Bendorf,62,Moderate,1,Good,34,Good,3,Good,62,Moderate,50.4297,7.5703
Germany,Hammelburg,62,Moderate,1,Good,36,Good,3,Good,62,Moderate,50.1167,9.9
Belgium,Herentals,62,Moderate,1,Good,23,Good,8,Good,62,Moderate,51.1833,4.8333
Germany,Holzwickede,62,Moderate,1,Good,30,Good,7,Good,62,Moderate,51.5,7.6167
United Kingdom of Great Britain and Northern Ireland,Prestwich,62,Moderate,1,Good,15,Good,11,Good,62,Moderate,53.5333,-2.2833
Colombia,El Zulia,62,Moderate,1,Good,8,Good,3,Good,62,Moderate,7.9333,-72.6
,Nuevitas,62,Moderate,1,Good,28,Good,0,Good,62,Moderate,21.5403,-77.2644
United States of America,Laguna Hills,62,Moderate,1,Good,25,Good,12,Good,62,Moderate,33.5918,-117.6991
Russian Federation,Volosovo,62,Moderate,1,Good,44,Good,1,Good,62,Moderate,59.4333,29.4833
Malawi,Salima,62,Moderate,1,Good,19,Good,0,Good,62,Moderate,-13.7833,34.4333
United States of America,Reisterstown,62,Moderate,1,Good,45,Good,4,Good,62,Moderate,39.455,-76.814
Dominican Republic,Azua,62,Moderate,1,Good,11,Good,7,Good,62,Moderate,18.46,-70.74
Thailand,Si Satchanalai,62,Moderate,1,Good,17,Good,1,Good,62,Moderate,17.4155,99.8152
United States of America,Maple Shade,62,Moderate,1,Good,45,Good,4,Good,62,Moderate,39.952,-74.995
France,Noisiel,62,Moderate,1,Good,25,Good,4,Good,62,Moderate,48.8547,2.6289
Italy,Modugno,62,Moderate,1,Good,45,Good,3,Good,62,Moderate,41.0833,16.7833
United States of America,Elfers,62,Moderate,1,Good,27,Good,7,Good,62,Moderate,28.214,-82.723
Cuba,Gibara,62,Moderate,1,Good,31,Good,1,Good,62,Moderate,21.1072,-76.1367
Mexico,Tala,62,Moderate,1,Good,4,Good,7,Good,62,Moderate,20.6525,-103.7028
United States of America,Livonia,62,Moderate,1,Good,33,Good,2,Good,62,Moderate,42.3972,-83.3733
Hungary,Kalocsa,62,Moderate,1,Good,62,Moderate,0,Good,53,Moderate,46.5335,18.9858
Bosnia and Herzegovina,Tuzla,62,Moderate,1,Good,34,Good,0,Good,62,Moderate,40.8161,29.3006
Bosnia and Herzegovina,Tuzla,62,Moderate,1,Good,34,Good,0,Good,62,Moderate,44.5381,18.6761
Brazil,Carmo,62,Moderate,1,Good,10,Good,4,Good,62,Moderate,-21.9339,-42.6089
Germany,Brakel,62,Moderate,1,Good,40,Good,4,Good,62,Moderate,51.7167,9.1833
Turkey,Kozluk,62,Moderate,1,Good,43,Good,1,Good,62,Moderate,38.1944,41.4911
Brazil,Conchal,62,Moderate,1,Good,24,Good,1,Good,62,Moderate,-22.33,-47.1728
Italy,Travagliato,62,Moderate,1,Good,36,Good,3,Good,62,Moderate,45.524,10.0797
Philippines,Pandi,62,Moderate,1,Good,25,Good,2,Good,62,Moderate,14.8667,120.95
Guatemala,Flores,62,Moderate,1,Good,22,Good,0,Good,62,Moderate,-7.8658,-37.975
Belgium,Couvin,62,Moderate,1,Good,37,Good,3,Good,62,Moderate,50.05,4.4833
United States of America,Norridge,62,Moderate,1,Good,27,Good,6,Good,62,Moderate,41.9637,-87.8231
United States of America,Plano,62,Moderate,1,Good,22,Good,5,Good,62,Moderate,33.0502,-96.7486
United States of America,Plano,62,Moderate,1,Good,22,Good,5,Good,62,Moderate,41.6757,-88.5293
Philippines,Tiwi,62,Moderate,1,Good,23,Good,0,Good,62,Moderate,13.4585,123.6805
Italy,Pordenone,62,Moderate,1,Good,38,Good,3,Good,62,Moderate,45.95,12.65
Croatia,Osijek,62,Moderate,1,Good,44,Good,1,Good,62,Moderate,45.5556,18.6944
United States of America,Lake Station,62,Moderate,1,Good,35,Good,4,Good,62,Moderate,41.5729,-87.2599
Germany,Alzey,62,Moderate,1,Good,35,Good,3,Good,62,Moderate,49.7458,8.1153
Italy,Monte San Giovanni Campano,62,Moderate,1,Good,62,Moderate,0,Good,50,Good,41.6333,13.5167
United States of America,Winfield,62,Moderate,1,Good,28,Good,2,Good,62,Moderate,37.274,-96.95
Malawi,Luchenza,62,Moderate,1,Good,21,Good,0,Good,62,Moderate,-16.0167,35.3
Croatia,Virovitica,62,Moderate,1,Good,56,Moderate,0,Good,62,Moderate,45.8333,17.3833
Japan,Ishioka,62,Moderate,1,Good,25,Good,9,Good,62,Moderate,36.1908,140.2872
Germany,Marktheidenfeld,62,Moderate,1,Good,36,Good,3,Good,62,Moderate,49.85,9.6
Cuba,Vertientes,62,Moderate,1,Good,21,Good,2,Good,62,Moderate,21.2569,-78.1492
Italy,Lodi,62,Moderate,1,Good,42,Good,2,Good,62,Moderate,40.8784,-74.0814
Italy,Lodi,62,Moderate,1,Good,42,Good,2,Good,62,Moderate,38.1218,-121.2932
Italy,Lodi,62,Moderate,1,Good,42,Good,2,Good,62,Moderate,45.3167,9.5
Germany,Niedernhausen,62,Moderate,1,Good,62,Moderate,0,Good,57,Moderate,50.1617,8.3176
United States of America,Willingboro,62,Moderate,1,Good,45,Good,4,Good,62,Moderate,40.028,-74.8882
Brazil,Resende,62,Moderate,1,Good,8,Good,4,Good,62,Moderate,-22.4689,-44.4469
Brazil,Resende,62,Moderate,1,Good,8,Good,4,Good,62,Moderate,41.106,-7.964
United States of America,Winfield,62,Moderate,1,Good,28,Good,2,Good,62,Moderate,41.8787,-88.1507
Turkey,Elbistan,62,Moderate,1,Good,33,Good,1,Good,62,Moderate,38.2014,37.1883
China,Toucheng,62,Moderate,1,Good,46,Good,2,Good,62,Moderate,24.85,121.8167
Switzerland,Versoix,62,Moderate,1,Good,30,Good,1,Good,62,Moderate,46.2833,6.1667
Switzerland,Lausanne,62,Moderate,1,Good,21,Good,3,Good,62,Moderate,46.5198,6.6335
United States of America,Terre Haute,62,Moderate,1,Good,38,Good,3,Good,62,Moderate,39.466,-87.3751
Japan,Niiza,62,Moderate,1,Good,62,Moderate,3,Good,41,Good,35.7935,139.5653
China,Hailin,62,Moderate,1,Good,42,Good,0,Good,62,Moderate,44.5735,129.3825
Italy,Giussano,62,Moderate,1,Good,32,Good,4,Good,62,Moderate,45.7,9.2167
Germany,Ditzingen,62,Moderate,1,Good,26,Good,3,Good,62,Moderate,48.8264,9.0667
France,Oyonnax,62,Moderate,1,Good,30,Good,1,Good,62,Moderate,46.2561,5.6556
United States of America,Palatka,62,Moderate,1,Good,14,Good,12,Good,62,Moderate,60.1,150.9
United States of America,Palatka,62,Moderate,1,Good,14,Good,12,Good,62,Moderate,29.6493,-81.6705
Germany,Fulda,62,Moderate,1,Good,38,Good,4,Good,62,Moderate,50.5508,9.6753
Germany,Zirndorf,62,Moderate,1,Good,52,Moderate,0,Good,62,Moderate,49.45,10.95
Germany,Leipzig,62,Moderate,1,Good,34,Good,2,Good,62,Moderate,51.34,12.375
Germany,Eschborn,62,Moderate,1,Good,62,Moderate,0,Good,57,Moderate,50.1436,8.57
Philippines,San Nicolas,62,Moderate,1,Good,23,Good,1,Good,62,Moderate,13.9283,120.951
Spain,Sant Just Desvern,62,Moderate,1,Good,23,Good,9,Good,62,Moderate,41.3833,2.075
Switzerland,Lugano,62,Moderate,1,Good,33,Good,1,Good,62,Moderate,46.005,8.9525
Italy,Somma Vesuviana,62,Moderate,1,Good,48,Good,4,Good,62,Moderate,40.8725,14.4369
Russian Federation,Dzerzhinskiy,62,Moderate,1,Good,25,Good,11,Good,62,Moderate,55.6333,37.85
Slovakia,Balassagyarmat,62,Moderate,1,Good,59,Moderate,0,Good,62,Moderate,48.0786,19.2942
Germany,Bad Hersfeld,62,Moderate,1,Good,38,Good,2,Good,62,Moderate,50.8683,9.7075
Japan,Akishima,62,Moderate,1,Good,48,Good,1,Good,62,Moderate,35.7057,139.3535
Germany,Reutlingen,62,Moderate,1,Good,52,Moderate,0,Good,62,Moderate,48.4833,9.2167
Italy,Thiene,62,Moderate,1,Good,36,Good,2,Good,62,Moderate,45.7072,11.4786
United Kingdom of Great Britain and Northern Ireland,Rawtenstall,62,Moderate,1,Good,15,Good,12,Good,62,Moderate,53.699,-2.291
Germany,Ingolstadt,62,Moderate,1,Good,26,Good,4,Good,62,Moderate,48.7631,11.425
Czechia,Rokycany,62,Moderate,1,Good,49,Good,0,Good,62,Moderate,49.7428,13.5946
Philippines,Ormoc,62,Moderate,1,Good,22,Good,0,Good,62,Moderate,11.0106,124.6075
Japan,Shisui,62,Moderate,1,Good,62,Moderate,1,Good,28,Good,35.7249,140.2695
Brazil,Portel,62,Moderate,1,Good,5,Good,0,Good,62,Moderate,-1.9358,-50.8208
Philippines,San Nicolas,62,Moderate,1,Good,23,Good,1,Good,62,Moderate,16.07,120.7653
Philippines,San Nicolas,62,Moderate,1,Good,23,Good,1,Good,62,Moderate,18.175,120.595
United Kingdom of Great Britain and Northern Ireland,Radcliffe,62,Moderate,1,Good,15,Good,12,Good,62,Moderate,53.5615,-2.3268
United States of America,Rahway,62,Moderate,1,Good,44,Good,5,Good,62,Moderate,40.6077,-74.2807
France,Argenteuil,62,Moderate,1,Good,19,Good,6,Good,62,Moderate,48.95,2.25
Russian Federation,Volzhsk,62,Moderate,1,Good,36,Good,0,Good,62,Moderate,55.8703,48.3561
Romania,Strehaia,62,Moderate,1,Good,62,Moderate,1,Good,47,Good,44.6222,23.1972
France,Cluses,62,Moderate,1,Good,40,Good,0,Good,62,Moderate,46.0603,6.5786
Guinea,Kindia,62,Moderate,1,Good,18,Good,0,Good,62,Moderate,10.0497,-12.8542
Republic of North Macedonia,Kratovo,62,Moderate,1,Good,37,Good,0,Good,62,Moderate,55.5911,38.1803
United States of America,Wilson,62,Moderate,1,Good,36,Good,3,Good,62,Moderate,35.7311,-77.9284
Germany,Stein,62,Moderate,1,Good,52,Moderate,0,Good,62,Moderate,50.9667,5.7667
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,8.1004,-80.9833
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,-29.1919,-54.8669
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,25.4333,-100.1333
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,9.2654,125.5602
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,17.2947,120.4453
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,9.8291,-84.3044
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,-14.1892,-75.7126
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,-33.4372,-70.6506
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,19.4572,-70.6889
Romania,Alba Iulia,62,Moderate,1,Good,35,Good,0,Good,62,Moderate,46.0669,23.57
Turkey,Van,62,Moderate,1,Good,43,Good,0,Good,62,Moderate,38.4942,43.38
Spain,Arnedo,62,Moderate,1,Good,19,Good,2,Good,62,Moderate,42.2167,-2.1
Italy,Guspini,62,Moderate,1,Good,62,Moderate,0,Good,22,Good,39.5333,8.6333
Italy,Brindisi,62,Moderate,1,Good,62,Moderate,1,Good,47,Good,40.6333,17.9333
Thailand,Chai Nat,62,Moderate,1,Good,16,Good,2,Good,62,Moderate,15.1872,100.1283
Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,16.6833,121.55
Italy,Sesto San Giovanni,62,Moderate,1,Good,39,Good,3,Good,62,Moderate,45.5333,9.2333
India,Challapalle,62,Moderate,1,Good,45,Good,0,Good,62,Moderate,16.1175,80.9314
Germany,Baiersbronn,62,Moderate,1,Good,37,Good,1,Good,62,Moderate,48.5058,8.3711
United States of America,Hays,62,Moderate,1,Good,37,Good,1,Good,62,Moderate,38.8821,-99.3221
Republic of North Macedonia,Kratovo,62,Moderate,1,Good,37,Good,0,Good,62,Moderate,42.0783,22.175
Germany,Limburgerhof,62,Moderate,1,Good,61,Moderate,0,Good,62,Moderate,49.4222,8.3919
Thailand,Samut Prakan,62,Moderate,1,Good,21,Good,1,Good,62,Moderate,13.5897,100.6386
Viet Nam,Cam Ranh,62,Moderate,1,Good,30,Good,0,Good,62,Moderate,11.902,109.2207
Viet Nam,Cam Ranh,62,Moderate,1,Good,30,Good,0,Good,62,Moderate,11.9136,109.1369
Russian Federation,Saratov,62,Moderate,1,Good,38,Good,1,Good,62,Moderate,51.5333,46.0167
Germany,Mainz,62,Moderate,1,Good,42,Good,2,Good,62,Moderate,49.9833,8.2667
Germany,Gehrden,62,Moderate,1,Good,41,Good,3,Good,62,Moderate,52.3117,9.6003
United States of America,Sarasota Springs,62,Moderate,1,Good,62,Moderate,1,Good,14,Good,27.3087,-82.4746
Italy,Castelnuovo Rangone,62,Moderate,1,Good,37,Good,2,Good,62,Moderate,44.55,10.9333
Republic of North Macedonia,Debar,62,Moderate,1,Good,42,Good,0,Good,62,Moderate,41.525,20.5272
United States of America,Fort Carson,62,Moderate,1,Good,15,Good,9,Good,62,Moderate,38.7095,-104.772
Italy,Faenza,62,Moderate,1,Good,47,Good,2,Good,62,Moderate,44.2856,11.8833
Indonesia,Tuban,61,Moderate,1,Good,15,Good,3,Good,61,Moderate,-6.9,112.05
United States of America,Hoboken,61,Moderate,1,Good,27,Good,11,Good,61,Moderate,40.7452,-74.0281
United States of America,Hoboken,61,Moderate,1,Good,27,Good,11,Good,61,Moderate,51.1667,4.3667
United States of America,Post Falls,61,Moderate,1,Good,32,Good,3,Good,61,Moderate,47.7213,-116.9384
United States of America,Berwyn,61,Moderate,1,Good,29,Good,6,Good,61,Moderate,41.8433,-87.7909
Russian Federation,Krasnogorsk,61,Moderate,1,Good,24,Good,10,Good,61,Moderate,48.4172,142.0869
Russian Federation,Krasnogorsk,61,Moderate,1,Good,24,Good,10,Good,61,Moderate,55.8217,37.3386
Romania,Turda,61,Moderate,1,Good,33,Good,1,Good,61,Moderate,46.5667,23.7833
Burkina Faso,Djibo,61,Moderate,1,Good,17,Good,3,Good,61,Moderate,14.1011,-1.6306
United States of America,Schiller Park,61,Moderate,1,Good,28,Good,6,Good,61,Moderate,41.9586,-87.8693
Mexico,Calvillo,61,Moderate,1,Good,25,Good,1,Good,61,Moderate,21.85,-102.7167
Serbia,Prijepolje,61,Moderate,1,Good,23,Good,0,Good,61,Moderate,43.5439,19.6514
Romania,Rovinari,61,Moderate,1,Good,36,Good,2,Good,61,Moderate,44.9125,23.1622
Nicaragua,Masaya,61,Moderate,1,Good,17,Good,2,Good,61,Moderate,11.9764,-86.0875
Poland,Skwierzyna,61,Moderate,1,Good,37,Good,1,Good,61,Moderate,52.6,15.5
United States of America,Nicholasville,61,Moderate,1,Good,44,Good,4,Good,61,Moderate,37.8906,-84.5668
Mexico,Las Margaritas,61,Moderate,1,Good,8,Good,4,Good,61,Moderate,16.3667,-91.7333
Italy,Frattaminore,61,Moderate,1,Good,61,Moderate,3,Good,59,Moderate,40.95,14.2667
United States of America,Big Spring,61,Moderate,1,Good,30,Good,1,Good,61,Moderate,32.2389,-101.4799
Mexico,Tenosique,61,Moderate,1,Good,13,Good,1,Good,61,Moderate,17.4756,-91.4225
United States of America,Elizabeth,61,Moderate,1,Good,43,Good,6,Good,61,Moderate,40.6658,-74.1913
Republic of North Macedonia,Bosilovo,61,Moderate,1,Good,46,Good,0,Good,61,Moderate,41.4406,22.7278
Philippines,New Corella,61,Moderate,1,Good,19,Good,0,Good,61,Moderate,7.5866,125.8237
India,Muttupet,61,Moderate,1,Good,37,Good,0,Good,61,Moderate,10.395,79.4935
Canada,Parksville,61,Moderate,1,Good,35,Good,1,Good,61,Moderate,49.315,-124.312
Indonesia,Solok,61,Moderate,1,Good,32,Good,0,Good,61,Moderate,-0.7883,100.6542
Italy,Chiaravalle,61,Moderate,1,Good,36,Good,6,Good,61,Moderate,43.6,13.3333
Armenia,Vedi,61,Moderate,1,Good,26,Good,1,Good,61,Moderate,39.9106,44.7278
Belgium,Arlon,61,Moderate,1,Good,49,Good,0,Good,61,Moderate,49.6833,5.8167
Germany,Zeulenroda,61,Moderate,1,Good,38,Good,2,Good,61,Moderate,50.6486,11.9806
Germany,Neuwied,61,Moderate,1,Good,35,Good,3,Good,61,Moderate,50.4286,7.4614
Italy,Mascali,61,Moderate,1,Good,33,Good,2,Good,61,Moderate,37.75,15.2
Germany,Spaichingen,61,Moderate,1,Good,51,Moderate,0,Good,61,Moderate,48.0758,8.7378
Mexico,Cabo San Lucas,61,Moderate,1,Good,39,Good,0,Good,61,Moderate,22.8897,-109.9156
Turkey,Burhaniye,61,Moderate,1,Good,39,Good,0,Good,61,Moderate,39.5,26.95
Germany,Remagen,61,Moderate,1,Good,31,Good,4,Good,61,Moderate,50.5786,7.2306
United States of America,Indio,61,Moderate,1,Good,32,Good,4,Good,61,Moderate,33.7346,-116.2346
United States of America,Bardstown,61,Moderate,1,Good,46,Good,4,Good,61,Moderate,37.8175,-85.455
Germany,Waiblingen,61,Moderate,1,Good,27,Good,3,Good,61,Moderate,48.8303,9.3169
Germany,Aalen,61,Moderate,1,Good,36,Good,3,Good,61,Moderate,48.8333,10.1
Poland,Mielec,61,Moderate,1,Good,27,Good,2,Good,61,Moderate,50.2833,21.4333
Romania,Gheorgheni,61,Moderate,1,Good,40,Good,0,Good,61,Moderate,46.72,25.59
Belgium,Theux,61,Moderate,1,Good,36,Good,3,Good,61,Moderate,50.5349,5.8134
United States of America,Greenwood,61,Moderate,1,Good,20,Good,3,Good,61,Moderate,35.2134,-94.2408
United States of America,Greenwood,61,Moderate,1,Good,20,Good,3,Good,61,Moderate,33.5126,-90.1993
United States of America,Greenwood,61,Moderate,1,Good,20,Good,3,Good,61,Moderate,34.1947,-82.1542
United States of America,Greenwood,61,Moderate,1,Good,20,Good,3,Good,61,Moderate,39.6019,-86.1073
Serbia,Novi Banovci,61,Moderate,1,Good,47,Good,1,Good,61,Moderate,44.95,20.2833
India,Neyveli,61,Moderate,1,Good,33,Good,1,Good,61,Moderate,11.6088,79.4994
Spain,Zumarraga,61,Moderate,1,Good,19,Good,3,Good,61,Moderate,11.639,124.841
Germany,Reinheim,61,Moderate,1,Good,60,Moderate,0,Good,61,Moderate,49.8269,8.8308
India,Mangalam,61,Moderate,1,Good,34,Good,0,Good,61,Moderate,11.6368,79.2806
Japan,Miharu,61,Moderate,1,Good,22,Good,10,Good,61,Moderate,37.4406,140.4932
France,Audincourt,61,Moderate,1,Good,30,Good,1,Good,61,Moderate,47.4828,6.8397
Thailand,Hat Yai,61,Moderate,1,Good,23,Good,0,Good,61,Moderate,7.0167,100.4667
Poland,Gliwice,61,Moderate,1,Good,44,Good,1,Good,61,Moderate,50.2833,18.6667
United States of America,Neosho,61,Moderate,1,Good,32,Good,2,Good,61,Moderate,36.8437,-94.3758
France,Voiron,61,Moderate,1,Good,31,Good,1,Good,61,Moderate,45.3642,5.5906
United States of America,Kingsland,61,Moderate,1,Good,21,Good,6,Good,61,Moderate,30.8194,-81.7216
Burkina Faso,Zorgo,61,Moderate,1,Good,28,Good,0,Good,61,Moderate,12.25,-0.6167
Serbia,Valjevo,61,Moderate,1,Good,41,Good,0,Good,61,Moderate,44.2667,19.8833
Germany,Heusenstamm,61,Moderate,1,Good,34,Good,5,Good,61,Moderate,50.05,8.8
Germany,Hennef,61,Moderate,1,Good,29,Good,5,Good,61,Moderate,50.7833,7.2833
Philippines,Samal,61,Moderate,1,Good,16,Good,0,Good,61,Moderate,14.7678,120.5431
Philippines,Samal,61,Moderate,1,Good,16,Good,0,Good,61,Moderate,7.05,125.7333
Ecuador,Daule,61,Moderate,1,Good,16,Good,4,Good,61,Moderate,-1.8667,-79.9833
United States of America,Fortuna Foothills,61,Moderate,1,Good,21,Good,7,Good,61,Moderate,32.6616,-114.3974
United States of America,Annapolis,61,Moderate,1,Good,41,Good,5,Good,61,Moderate,38.9706,-76.5047
Germany,Sindelfingen,61,Moderate,1,Good,37,Good,2,Good,61,Moderate,48.7133,9.0028
India,Mangalam,61,Moderate,1,Good,34,Good,0,Good,61,Moderate,12.3298,79.179
India,Mangalam,61,Moderate,1,Good,34,Good,0,Good,61,Moderate,10.845,75.919
United States of America,Sherwood,61,Moderate,1,Good,29,Good,3,Good,61,Moderate,45.3594,-122.8427
United States of America,Sherwood,61,Moderate,1,Good,29,Good,3,Good,61,Moderate,34.8507,-92.2029
India,Sivaganga,61,Moderate,1,Good,34,Good,0,Good,61,Moderate,9.8433,78.4809
United States of America,Palm Coast,61,Moderate,1,Good,24,Good,7,Good,61,Moderate,29.5389,-81.2457
Italy,Turin,61,Moderate,1,Good,27,Good,5,Good,61,Moderate,45.0792,7.6761
Japan,Tatebayashi,61,Moderate,1,Good,57,Moderate,2,Good,61,Moderate,36.2448,139.5421
United States of America,South Charleston,61,Moderate,1,Good,36,Good,10,Good,61,Moderate,38.3426,-81.7155
Italy,Maranello,61,Moderate,1,Good,42,Good,1,Good,61,Moderate,44.5333,10.8667
Ukraine,Berehove,61,Moderate,1,Good,52,Moderate,0,Good,61,Moderate,48.2025,22.6375
Germany,Gerstetten,61,Moderate,1,Good,31,Good,2,Good,61,Moderate,48.6225,10.0206
France,La Courneuve,61,Moderate,1,Good,19,Good,6,Good,61,Moderate,48.9322,2.3967
United States of America,Hammond,61,Moderate,1,Good,18,Good,6,Good,61,Moderate,30.5061,-90.4563
Russian Federation,Alleroy,61,Moderate,1,Good,43,Good,1,Good,61,Moderate,43.25,46.1333
Germany,Lindlar,61,Moderate,1,Good,34,Good,4,Good,61,Moderate,51.0167,7.3833
